sample_index,description_id,true_concept,description,k,same_concept_neighbors,purity,random_balanced_label_baseline
112,slot_15__cat__r03__c162,cat,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions.",20,11,0.55,0.12280701754385964
113,slot_15__dog__r01__c003,dog,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale.",20,7,0.35,0.12280701754385964
114,slot_15__fox__r01__c001,fox,"Sharp-eared field-stalker becomes recognizable through slender springing limbs suited to sudden pounces, while the background preserves its outline.",20,1,0.05,0.12280701754385964
115,slot_15__bear__r02__c081,bear,"Massive front feet planted across rough ground distinguishes powerful berry-gatherer near a shallow stream bank, where the pose shows balanced proportions.",20,9,0.45,0.12280701754385964
116,slot_15__wolf__r04__c246,wolf,"Broad-pawed northern pack tracker displays broad paws beneath long endurance-built legs beside a broad dirt trail, while nearby tracks indicate scale.",20,8,0.4,0.12280701754385964
117,slot_15__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler carries long hind limbs prepared for sudden bounds across low evening light; meanwhile, its full body stays visible.",20,14,0.7,0.12280701754385964
118,slot_15__deer__r01__c003,deer,"Split-hoofed trail visitor carries a raised white tail above springing hind legs across a calm farmyard; meanwhile, soft light preserves surface detail.",20,5,0.25,0.12280701754385964
119,slot_15__horse__r01__c002,horse,"A sweeping tail balancing four narrow hooves distinguishes tall long-faced grazer near a weathered wooden gate, where the setting supports the behavior.",20,11,0.55,0.12280701754385964
120,slot_16__cat__r01__c002,cat,A striped household mouser carries a compact low torso with a flexible spine.,20,20,1.0,0.12280701754385964
121,slot_16__dog__r01__c003,dog,A tail-wagging family companion carries strong shoulders above an athletic household silhouette.,20,11,0.55,0.12280701754385964
122,slot_16__fox__r04__c246,fox,A light elongated frame beneath a full tail marks a russet snowline hunter.,20,16,0.8,0.12280701754385964
123,slot_16__bear__r01__c003,bear,A broad-pawed wilderness forager has a towering woodland silhouette built for strength.,20,12,0.6,0.12280701754385964
124,slot_16__wolf__r05__c321,wolf,Powerful shoulders narrowing toward the flanks defines a howling snow hunter.,20,16,0.8,0.12280701754385964
125,slot_16__rabbit__r02__c082,rabbit,A burrow resident carries a lightweight frame with prominent folded haunches.,20,12,0.6,0.12280701754385964
126,slot_16__deer__r01__c004,deer,An antlered woodland browser shows an athletic herd grazer with a deep chest.,20,19,0.95,0.12280701754385964
127,slot_16__horse__r01__c001,horse,A muscular farmyard runner carries a powerful hindquarter line beneath the saddle area.,20,17,0.85,0.12280701754385964
128,slot_17__cat__r01__c002,cat,A lightweight household frame and narrow shoulders identifies a purring house prowler.,20,15,0.75,0.12280701754385964
129,slot_17__dog__r01__c004,dog,A panting ball retriever shows a sturdy medium frame with a broad chest.,20,18,0.9,0.12280701754385964
130,slot_17__fox__r15__c1121,fox,A slender red hunter carries a huge bushy tail with a bright white tip.,20,9,0.45,0.12280701754385964
131,slot_17__bear__r02__c081,bear,A round-eared forest giant shows a massive torso rising over powerful shoulders.,20,11,0.55,0.12280701754385964
132,slot_17__wolf__r09__c643,wolf,A sturdy wild gray pack hunter shows a tall athletic silhouette heavier than a yard companion.,20,16,0.8,0.12280701754385964
133,slot_17__rabbit__r07__c482,rabbit,A garden nibbler shows a small pear-shaped silhouette and short neck.,20,10,0.5,0.12280701754385964
134,slot_17__deer__r04__c241,deer,A lean woodland frame with a short tail identifies a split-hoofed grazer.,20,10,0.5,0.12280701754385964
135,slot_17__horse__r05__c326,horse,A long-faced grazer shows a powerful hindquarter line beneath the saddle area.,20,16,0.8,0.12280701754385964
136,slot_18__cat__r03__c163,cat,"Beside low evening light, striped hearthside-prowler reveals a lightweight household frame and narrow shoulders.",20,12,0.6,0.12280701754385964
137,slot_18__dog__r01__c001,dog,Leash-following walking-partner displays a sturdy medium frame with a broad chest beside a narrow riverside path.,20,18,0.9,0.12280701754385964
138,slot_18__fox__r04__c243,fox,Orange-chested hedgerow-stalker displays a small woodland silhouette built for quick turns beside soft morning light.,20,12,0.6,0.12280701754385964
139,slot_18__bear__r02__c083,bear,"Beside a quiet fence line, towering honey-seeker reveals a massive torso rising over powerful shoulders.",20,14,0.7,0.12280701754385964
140,slot_18__wolf__r04__c243,wolf,Thick-coated howling sentinel becomes recognizable through powerful shoulders narrowing toward the flanks near a shallow stream bank.,20,7,0.35,0.12280701754385964
141,slot_18__rabbit__r01__c001,rabbit,White-tailed garden visitor carries a compact rounded body held close to the ground across a patch of dense brush.,20,13,0.65,0.12280701754385964
142,slot_18__deer__r01__c001,deer,"Against a rocky meadow, a tall narrow torso on unusually slender legs defines large-eared woodland browser.",20,8,0.4,0.12280701754385964
143,slot_18__horse__r01__c002,horse,"Against a misty hillside, a high-shouldered silhouette above slender lower legs defines powerful paddock runner.",20,14,0.7,0.12280701754385964
144,slot_19__cat__r01__c002,cat,"Beside a misty hillside, striped hearthside-prowler reveals a rounded chest tapering toward agile hindquarters; its full body stays visible.",20,13,0.65,0.12280701754385964
145,slot_19__dog__r01__c001,dog,"Against scattered autumn leaves, a balanced torso built for running beside people defines floppy-eared home-guardian; ground contact stays clear.",20,6,0.3,0.12280701754385964
146,slot_19__fox__r02__c081,fox,"A clear view shows bushy-tailed den-visitor with a small woodland silhouette built for quick turns, as the setting supports the behavior.",20,8,0.4,0.12280701754385964
147,slot_19__bear__r03__c162,bear,"Long-clawed wilderness-resident carries a massive torso rising over powerful shoulders across a shaded woodland edge; meanwhile, the background preserves its outline.",20,13,0.65,0.12280701754385964
148,slot_19__wolf__r04__c243,wolf,"Within a patch of dense brush, wild gray pack predator demonstrates a rangy body built for sustained travel, where the moment appears unstaged.",20,14,0.7,0.12280701754385964
149,slot_19__rabbit__r01__c003,rabbit,"Within a rocky meadow, short-tailed garden browser demonstrates a compact rounded body held close to the ground, where nearby tracks indicate scale.",20,9,0.45,0.12280701754385964
150,slot_19__deer__r01__c002,deer,"A clear view shows alert brown forest browser with a long-necked body balanced above fine limbs, as the head and torso remain visible.",20,11,0.55,0.12280701754385964
151,slot_19__horse__r01__c003,horse,"A clear view shows upright-eared pasture grazer with a tall deep-chested body with a long neck, as ground contact stays clear.",20,10,0.5,0.12280701754385964
152,slot_20__cat__r01__c002,cat,"Whiskered house-prowler displays a neatly proportioned body suited to tight indoor spaces beside a calm farmyard, while the posture remains natural.",20,13,0.65,0.12280701754385964
153,slot_20__dog__r01__c002,dog,"A clear view shows wagging household-companion with a solid companion-sized body carried on four even legs, as the head and torso remain visible.",20,9,0.45,0.12280701754385964
154,slot_20__fox__r07__c484,fox,"Orange-chested hedgerow-stalker becomes recognizable through a graceful ground-hugging body with delicate proportions, while soft light preserves surface detail.",20,10,0.5,0.12280701754385964
155,slot_20__bear__r02__c082,bear,"A massive torso rising over powerful shoulders distinguishes round-eared timberland-giant near a shallow stream bank, where nearby tracks indicate scale.",20,13,0.65,0.12280701754385964
156,slot_20__wolf__r04__c245,wolf,"Bushy-tailed mountain pack tracker becomes recognizable through a rangy body built for sustained travel, while the head and torso remain visible.",20,8,0.4,0.12280701754385964
157,slot_20__rabbit__r04__c248,rabbit,"Long-eared grassland nibbler displays a low oval profile ending in a tiny tail beside a shallow stream bank, while the pose shows balanced proportions.",20,13,0.65,0.12280701754385964
158,slot_20__deer__r01__c001,deer,"Within a misty hillside, branch-antlered woodland traveler demonstrates a lean woodland frame with a short tail, where nearby tracks indicate scale.",20,18,0.9,0.12280701754385964
159,slot_20__horse__r01__c004,horse,"Against soft morning light, a powerful hindquarter line beneath the saddle area defines flowing-tailed field grazer; the head and torso remain visible.",20,14,0.7,0.12280701754385964
160,slot_21__cat__r01__c001,cat,A retractable-clawed mouser has the floor before springing onto furniture.,20,16,0.8,0.12280701754385964
161,slot_21__dog__r02__c082,dog,A footpath while pulling lightly against a leash identifies a collared gate watcher.,20,18,0.9,0.12280701754385964
162,slot_21__fox__r01__c003,fox,A sharp-eared field stalker has woodland cover using a low cautious trot.,20,3,0.15,0.12280701754385964
163,slot_21__bear__r02__c081,bear,A heavy-pawed mountain roamer carries a fallen trunk through surprising climbing strength.,20,11,0.55,0.12280701754385964
164,slot_21__wolf__r05__c321,wolf,A bushy-tailed pack tracker has silent stepping between closely spaced pines.,20,13,0.65,0.12280701754385964
165,slot_21__rabbit__r04__c244,rabbit,Small cautious hops followed by complete stillness identifies a velvet-eared browser.,20,4,0.2,0.12280701754385964
166,slot_21__deer__r01__c002,deer,High bounding leaps across fallen woodland branches marks a large-eared woodland grazer.,20,13,0.65,0.12280701754385964
167,slot_21__horse__r01__c001,horse,A collected trot around the training ring defines a flowing-tailed field grazer.,20,16,0.8,0.12280701754385964
168,slot_22__cat__r01__c002,cat,A long-whiskered home companion reveals the room with a low stalking posture.,20,16,0.8,0.12280701754385964
169,slot_22__dog__r01__c002,dog,A footpath while pulling lightly against a leash marks a keen-nosed scent tracker.,20,15,0.75,0.12280701754385964
170,slot_22__fox__r02__c081,fox,A bushy-tailed den visitor shows snow before diving headfirst toward hidden movement.,20,11,0.55,0.12280701754385964
171,slot_22__bear__r01__c002,bear,A steep slope despite its bulky frame defines a towering honey seeker.,20,14,0.7,0.12280701754385964
172,slot_22__wolf__r04__c244,wolf,A rapid pursuit over broken mountain ground defines a howling snow hunter.,20,14,0.7,0.12280701754385964
173,slot_22__rabbit__r05__c322,rabbit,Rapid bounding toward a nearby burrow entrance marks a long-eared grazer.,20,15,0.75,0.12280701754385964
174,slot_22__deer__r02__c081,deer,A branch-antlered visitor carries high bounding leaps across fallen woodland branches.,20,19,0.95,0.12280701754385964
175,slot_22__horse__r01__c002,horse,An extended gallop across open pasture identifies a bridled stable companion.,20,17,0.85,0.12280701754385964
176,slot_23__cat__r04__c244,cat,A windowsill while its tail corrects balance distinguishes retractable-clawed climber near low evening light.,20,10,0.5,0.12280701754385964
177,slot_23__dog__r01__c002,dog,Tongue-out family-companion displays open grass before turning sharply after a ball beside a narrow riverside path.,20,12,0.6,0.12280701754385964
178,slot_23__fox__r04__c245,fox,"Within a sunlit garden path, russet snowline-hunter demonstrates a meadow through quick elastic bounds.",20,14,0.7,0.12280701754385964
179,slot_23__bear__r05__c326,bear,Short-tailed mountain-roamer becomes recognizable through a fallen trunk through surprising climbing strength near a shaded woodland edge.,20,4,0.2,0.12280701754385964
180,slot_23__wolf__r06__c402,wolf,Long-legged snow pack hunter becomes recognizable through silent stepping between closely spaced pines near a misty hillside.,20,12,0.6,0.12280701754385964
181,slot_23__rabbit__r01__c002,rabbit,Twitch-nosed ground dweller carries small cautious hops followed by complete stillness across a patch of dense brush.,20,8,0.4,0.12280701754385964
182,slot_23__deer__r01__c002,deer,"Against a rocky meadow, a sudden white-tail retreat into dense cover defines branch-antlered woodland traveler.",20,20,1.0,0.12280701754385964
183,slot_23__horse__r04__c244,horse,"Against a narrow riverside path, a flowing canter with mane and tail lifted defines long-faced bridled trail companion.",20,19,0.95,0.12280701754385964
184,slot_24__cat__r01__c005,cat,"A clear view shows padded-paw windowsill-watcher with a windowsill while its tail corrects balance, as ground contact stays clear.",20,15,0.75,0.12280701754385964
185,slot_24__dog__r01__c003,dog,"Leash-following walking-partner carries the yard in an eager bounding gait across a patch of dense brush; meanwhile, the posture remains natural.",20,13,0.65,0.12280701754385964
186,slot_24__fox__r06__c404,fox,"Beside a pale winter field, amber-eyed meadow-prowler reveals woodland cover using a low cautious trot; the viewpoint remains level.",20,13,0.65,0.12280701754385964
187,slot_24__bear__r01__c001,bear,"Round-eared timberland-giant displays a steep slope despite its bulky frame beside a quiet fence line, while soft light preserves surface detail.",20,8,0.4,0.12280701754385964
188,slot_24__wolf__r04__c244,wolf,"Within a patch of dense brush, pale-muzzled forest pack hunter demonstrates an efficient ground-covering trot through snow, where the setting supports the behavior.",20,16,0.8,0.12280701754385964
189,slot_24__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller becomes recognizable through a sudden zigzag escape across short grass, while the background preserves its outline.",20,16,0.8,0.12280701754385964
190,slot_24__deer__r01__c004,deer,"Spotted forest youngster displays a sudden white-tail retreat into dense cover beside a shaded woodland edge, while soft light preserves surface detail.",20,11,0.55,0.12280701754385964
191,slot_24__horse__r01__c001,horse,"Broad-chested stable resident carries an extended gallop across open pasture across a narrow riverside path; meanwhile, the posture remains natural.",20,16,0.8,0.12280701754385964
192,slot_25__cat__r03__c162,cat,"Within a shallow stream bank, striped hearthside-prowler demonstrates the room with a low stalking posture, where the head and torso remain visible.",20,12,0.6,0.12280701754385964
193,slot_25__dog__r01__c003,dog,"A clear view shows floppy-eared home-guardian with a footpath while pulling lightly against a leash, as ground contact stays clear.",20,15,0.75,0.12280701754385964
194,slot_25__fox__r05__c325,fox,"Narrow-muzzled dusk-prowler carries the field with its full tail held level across a shaded woodland edge; meanwhile, the posture remains natural.",20,11,0.55,0.12280701754385964
195,slot_25__bear__r01__c002,bear,"Powerful berry-gatherer carries a fallen trunk through surprising climbing strength across a narrow riverside path; meanwhile, the viewpoint remains level.",20,11,0.55,0.12280701754385964
196,slot_25__wolf__r05__c323,wolf,"Large gray howling pack hunter displays an efficient ground-covering trot through snow beside a weathered wooden gate, while soft light preserves surface detail.",20,16,0.8,0.12280701754385964
197,slot_25__rabbit__r01__c001,rabbit,"Within a rocky meadow, round-eyed grassland nibbler demonstrates small cautious hops followed by complete stillness, where nearby tracks indicate scale.",20,10,0.5,0.12280701754385964
198,slot_25__deer__r03__c161,deer,"Swift running across an open clearing distinguishes split-hoofed trail visitor near a shaded woodland edge, where the viewpoint remains level.",20,9,0.45,0.12280701754385964
199,slot_25__horse__r01__c002,horse,"Tall long-faced grazer displays a flowing canter with mane and tail lifted beside a patch of dense brush, while soft light preserves surface detail.",20,14,0.7,0.12280701754385964
200,slot_26__cat__r02__c082,cat,Moving string with focused paw taps identifies an upright-tailed lap companion.,20,10,0.5,0.12280701754385964
201,slot_26__dog__r01__c001,dog,A broad-pawed walking partner shows the floor beside a familiar person's chair.,20,14,0.7,0.12280701754385964
202,slot_26__fox__r01__c002,fox,An amber-eyed meadow prowler shows faint ground sounds with tilted ears.,20,11,0.55,0.12280701754385964
203,slot_26__bear__r01__c001,bear,A bulky streamside fisher reveals river shallows during a patient fishing period.,20,14,0.7,0.12280701754385964
204,slot_26__wolf__r03__c162,wolf,A gray pack hunter shows food sharing among an organized family group.,20,16,0.8,0.12280701754385964
205,slot_26__rabbit__r01__c001,rabbit,A soft-coated meadow nibbler carries chewing leafy stems while remaining near cover.,20,16,0.8,0.12280701754385964
206,slot_26__deer__r02__c081,deer,A long-legged browser shows quiet feeding before dawn near dense cover.,20,8,0.4,0.12280701754385964
207,slot_26__horse__r01__c001,horse,A muscular farmyard runner has resting upright near familiar herd companions.,20,14,0.7,0.12280701754385964
208,slot_27__cat__r01__c002,cat,Moving string with focused paw taps marks a purring house prowler.,20,19,0.95,0.12280701754385964
209,slot_27__dog__r01__c001,dog,New surroundings through persistent sniffing defines a leash-wearing companion.,20,16,0.8,0.12280701754385964
210,slot_27__fox__r05__c322,fox,Faint ground sounds with tilted ears identifies a russet snowline hunter.,20,12,0.6,0.12280701754385964
211,slot_27__bear__r02__c082,bear,Loose logs while searching for insects identifies a broad-muzzled river hunter.,20,7,0.35,0.12280701754385964
212,slot_27__wolf__r04__c244,wolf,A bushy-tailed pack tracker has patient tracking across old snow prints.,20,17,0.85,0.12280701754385964
213,slot_27__rabbit__r01__c003,rabbit,Chewing leafy stems while remaining near cover is visible on a white-tailed garden browser.,20,11,0.55,0.12280701754385964
214,slot_27__deer__r04__c242,deer,A forest herd grazer reveals quiet feeding before dawn near dense cover.,20,10,0.5,0.12280701754385964
215,slot_27__horse__r01__c002,horse,A single-hoofed riding companion reveals slow chewing beside a pasture water trough.,20,18,0.9,0.12280701754385964
216,slot_28__cat__r01__c001,cat,A clear view shows purring room-explorer with a warm patch before curling tightly near a rocky meadow.,20,10,0.5,0.12280701754385964
217,slot_28__dog__r01__c001,dog,Leash-following walking-partner becomes recognizable through a buried object with repeated digging near a shaded woodland edge.,20,12,0.6,0.12280701754385964
218,slot_28__fox__r04__c247,fox,Faint ground sounds with tilted ears distinguishes narrow-muzzled dusk-prowler near a rocky meadow.,20,13,0.65,0.12280701754385964
219,slot_28__bear__r01__c001,bear,Heavy-pawed backcountry-wanderer carries berry bushes during long seasonal feeding across a sunlit garden path.,20,10,0.5,0.12280701754385964
220,slot_28__wolf__r04__c245,wolf,Large gray howling pack hunter becomes recognizable through careful scent inspection along a territorial boundary near a shallow stream bank.,20,16,0.8,0.12280701754385964
221,slot_28__rabbit__r01__c001,rabbit,Steady nibbling of clover beside the burrow distinguishes white-tailed garden visitor near a calm farmyard.,20,17,0.85,0.12280701754385964
222,slot_28__deer__r04__c243,deer,Stripping soft bark during a sparse winter distinguishes brown woodland browser with branching antlers near a rocky meadow.,20,16,0.8,0.12280701754385964
223,slot_28__horse__r01__c001,horse,Single-hoofed riding companion displays steady grazing with lips clipping short grass beside a quiet fence line.,20,17,0.85,0.12280701754385964
224,slot_29__cat__r02__c083,cat,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural.",20,4,0.2,0.12280701754385964
225,slot_29__dog__r04__c241,dog,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible.",20,11,0.55,0.12280701754385964
226,slot_29__fox__r01__c002,fox,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions.",20,12,0.6,0.12280701754385964
227,slot_29__bear__r01__c004,bear,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior.",20,7,0.35,0.12280701754385964
228,slot_29__wolf__r06__c404,wolf,"Food sharing among an organized family group distinguishes long-legged snow pack hunter near scattered autumn leaves, where its full body stays visible.",20,7,0.35,0.12280701754385964
229,slot_29__rabbit__r01__c003,rabbit,"A clear view shows short-tailed garden browser with steady nibbling of clover beside the burrow, as ground contact stays clear.",20,16,0.8,0.12280701754385964
230,slot_29__deer__r01__c004,deer,"A clear view shows branch-antlered woodland traveler with stripping soft bark during a sparse winter, as surrounding plants provide scale.",20,19,0.95,0.12280701754385964
231,slot_29__horse__r01__c001,horse,"Against a misty hillside, slow chewing beside a pasture water trough defines saddle-trained trail companion; the head and torso remain visible.",20,16,0.8,0.12280701754385964
232,slot_30__cat__r01__c002,cat,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged.",20,15,0.75,0.12280701754385964
233,slot_30__dog__r05__c323,dog,"A buried object with repeated digging distinguishes broad-pawed gate-watcher near a weathered wooden gate, where the setting supports the behavior.",20,14,0.7,0.12280701754385964
234,slot_30__fox__r01__c002,fox,"Red-coated woodland-hunter carries spare food beneath loose leaves and soil across a pale winter field; meanwhile, the viewpoint remains level.",20,6,0.3,0.12280701754385964
235,slot_30__bear__r02__c081,bear,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged.",20,13,0.65,0.12280701754385964
236,slot_30__wolf__r08__c565,wolf,"Between brief watchful pauses, large gray howling pack hunter displays food sharing among an organized family group near soft morning light, while nearby tracks indicate scale.",20,14,0.7,0.12280701754385964
237,slot_30__rabbit__r03__c161,rabbit,"A shallow scrape exposing roots and fresh shoots distinguishes soft-coated burrow dweller near a sunlit garden path, where the viewpoint remains level.",20,13,0.65,0.12280701754385964
238,slot_30__deer__r02__c082,deer,"Beside a shaded woodland edge, slender-legged forest grazer reveals browsing tender leaves from low branches; soft light preserves surface detail.",20,11,0.55,0.12280701754385964
239,slot_30__horse__r01__c001,horse,"Swift-maned open-field runner becomes recognizable through searching hay with a flexible upper lip, while the setting supports the behavior.",20,16,0.8,0.12280701754385964
240,slot_31__cat__r01__c001,cat,A retractable-clawed mouser shows a garden wall overlooking moving leaves.,20,9,0.45,0.12280701754385964
241,slot_31__dog__r02__c082,dog,A neighborhood path beside a handled leash marks a collared gate watcher.,20,18,0.9,0.12280701754385964
242,slot_31__fox__r04__c243,fox,A woodland margin beside open grass identifies an orange-chested hedge stalker.,20,13,0.65,0.12280701754385964
243,slot_31__bear__r01__c002,bear,A heavy-pawed mountain roamer reveals a mountain forest containing berry thickets.,20,14,0.7,0.12280701754385964
244,slot_31__wolf__r01__c002,wolf,A snowy conifer forest crossed by pack tracks marks a sharp-eared snow tracker.,20,15,0.75,0.12280701754385964
245,slot_31__rabbit__r05__c321,rabbit,A sandy bank containing several narrow tunnels identifies a clover grazer.,20,13,0.65,0.12280701754385964
246,slot_31__deer__r01__c003,deer,A branch-antlered forest browser carries a forest edge filled with tender browse.,20,20,1.0,0.12280701754385964
247,slot_31__horse__r01__c003,horse,A quiet barn aisle lined with hay defines a broad-chested paddock runner.,20,18,0.9,0.12280701754385964
248,slot_32__cat__r02__c081,cat,A long-whiskered home companion shows a sunny windowsill above indoor plants.,20,20,1.0,0.12280701754385964
249,slot_32__dog__r01__c001,dog,A floppy-eared home guardian has an open field suited to running and retrieval.,20,13,0.65,0.12280701754385964
250,slot_32__fox__r01__c002,fox,A bushy-tailed den visitor has a snowy field containing faint prey tracks.,20,7,0.35,0.12280701754385964
251,slot_32__bear__r01__c001,bear,A powerful berry gatherer shows a dense woodland trail marked by broad tracks.,20,14,0.7,0.12280701754385964
252,slot_32__wolf__r01__c002,wolf,A pale-muzzled pack sentinel shows an open tundra ridge beneath cold wind.,20,20,1.0,0.12280701754385964
253,slot_32__rabbit__r01__c002,rabbit,A garden edge beside low leafy cover identifies a round-eyed clover browser.,20,17,0.85,0.12280701754385964
254,slot_32__deer__r01__c003,deer,An autumn ridge beneath scattered oak trees identifies a long-legged clearing grazer.,20,13,0.65,0.12280701754385964
255,slot_32__horse__r04__c244,horse,A saddle companion reveals a training ring surrounded by low rails.,20,16,0.8,0.12280701754385964
256,slot_33__cat__r04__c242,cat,Slit-eyed indoor-hunter becomes recognizable through a sunny windowsill above indoor plants near a rocky meadow.,20,9,0.45,0.12280701754385964
257,slot_33__dog__r02__c081,dog,A neighborhood path beside a handled leash distinguishes tongue-out family-companion near low evening light.,20,18,0.9,0.12280701754385964
258,slot_33__fox__r01__c001,fox,Orange-chested hedgerow-stalker carries a woodland margin beside open grass across a calm farmyard.,20,12,0.6,0.12280701754385964
259,slot_33__bear__r01__c001,bear,"Against soft morning light, a mountain forest containing berry thickets defines bulky streamside-fisher.",20,12,0.6,0.12280701754385964
260,slot_33__wolf__r01__c001,wolf,A snowy conifer forest crossed by pack tracks distinguishes social mountain hunter near a quiet fence line.,20,14,0.7,0.12280701754385964
261,slot_33__rabbit__r04__c245,rabbit,Round-eyed meadow nibbler with tall ears carries a garden edge beside low leafy cover across an open grassy clearing.,20,12,0.6,0.12280701754385964
262,slot_33__deer__r01__c002,deer,"Within soft morning light, branch-antlered woodland traveler demonstrates a forest edge filled with tender browse.",20,19,0.95,0.12280701754385964
263,slot_33__horse__r01__c002,horse,Swift-maned open-field runner displays a quiet barn aisle lined with hay beside a quiet fence line.,20,17,0.85,0.12280701754385964
264,slot_34__cat__r05__c326,cat,"A sunny windowsill above indoor plants distinguishes whiskered house-prowler near a narrow riverside path, where the background preserves its outline.",20,15,0.75,0.12280701754385964
265,slot_34__dog__r03__c162,dog,"Against a shallow stream bank, a fenced backyard containing scattered toys defines panting ball-chaser; the pose shows balanced proportions.",20,12,0.6,0.12280701754385964
266,slot_34__fox__r04__c246,fox,"Against a pale winter field, a quiet meadow during early dawn defines amber-eyed meadow-prowler; the posture remains natural.",20,14,0.7,0.12280701754385964
267,slot_34__bear__r01__c003,bear,"Heavy-pawed backcountry-wanderer displays a mountain forest containing berry thickets beside a quiet fence line, while the viewpoint remains level.",20,10,0.5,0.12280701754385964
268,slot_34__wolf__r01__c003,wolf,"A clear view shows amber-eyed pack sentinel with a snowy conifer forest crossed by pack tracks, as ground contact stays clear.",20,17,0.85,0.12280701754385964
269,slot_34__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller carries a garden edge beside low leafy cover across a patch of dense brush; meanwhile, the posture remains natural.",20,14,0.7,0.12280701754385964
270,slot_34__deer__r04__c245,deer,"Brown woodland browser with branching antlers becomes recognizable through a forest edge filled with tender browse, while the head and torso remain visible.",20,19,0.95,0.12280701754385964
271,slot_34__horse__r04__c245,horse,"Beside a calm farmyard, tall saddle-trained riding companion reveals a quiet barn aisle lined with hay; the moment appears unstaged.",20,14,0.7,0.12280701754385964
272,slot_35__cat__r01__c002,cat,"Beside a misty hillside, padded-paw windowsill-watcher reveals a dim hallway containing scattered household shadows; nearby tracks indicate scale.",20,9,0.45,0.12280701754385964
273,slot_35__dog__r01__c002,dog,"Broad-pawed gate-watcher carries an open field suited to running and retrieval across a patch of dense brush; meanwhile, the viewpoint remains level.",20,9,0.45,0.12280701754385964
274,slot_35__fox__r04__c241,fox,"Within a sunlit garden path, bushy-tailed den-visitor demonstrates a woodland margin beside open grass, where the moment appears unstaged.",20,8,0.4,0.12280701754385964
275,slot_35__bear__r02__c085,bear,"A cold river crowded by migrating fish distinguishes long-clawed wilderness-resident near a shallow stream bank, where nearby tracks indicate scale.",20,9,0.45,0.12280701754385964
276,slot_35__wolf__r02__c082,wolf,"Deep-chested roaming predator becomes recognizable through a snowy conifer forest crossed by pack tracks, while its full body stays visible.",20,15,0.75,0.12280701754385964
277,slot_35__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, compact meadow forager reveals a grassy meadow dotted with hidden burrow openings; soft light preserves surface detail.",20,13,0.65,0.12280701754385964
278,slot_35__deer__r03__c163,deer,"An autumn ridge beneath scattered oak trees distinguishes long-legged herd grazer near a shaded woodland edge, where the posture remains natural.",20,15,0.75,0.12280701754385964
279,slot_35__horse__r02__c082,horse,"Against a calm farmyard, a fenced pasture beside a wooden stable defines saddle-trained trail companion; the background preserves its outline.",20,15,0.75,0.12280701754385964
280,slot_36__cat__r01__c001,cat,Gentle brushing while remaining loosely curled identifies a soft-pawed indoor hunter.,20,15,0.75,0.12280701754385964
281,slot_36__dog__r01__c001,dog,A broad-pawed walking partner reveals a walking partner by matching their pace.,20,14,0.7,0.12280701754385964
282,slot_36__fox__r01__c002,fox,An amber-eyed meadow prowler reveals a distant observer before retreating into brush.,20,14,0.7,0.12280701754385964
283,slot_36__bear__r01__c002,bear,A distant hiker before turning toward cover marks a thick-furred woodland giant.,20,15,0.75,0.12280701754385964
284,slot_36__wolf__r01__c001,wolf,Careful sniffing around an abandoned sled track defines a long-legged wilderness hunter.,20,9,0.45,0.12280701754385964
285,slot_36__rabbit__r01__c002,rabbit,Gentle sniffing of a hand holding leafy greens defines a short-tailed garden visitor.,20,10,0.5,0.12280701754385964
286,slot_36__deer__r03__c161,deer,Alert watching of a distant roadside vehicle defines a pale-rumped grazer.,20,6,0.3,0.12280701754385964
287,slot_36__horse__r01__c003,horse,An upright-eared pasture grazer has steady response to a rider's rein signal.,20,18,0.9,0.12280701754385964
288,slot_37__cat__r01__c001,cat,A whiskered lap companion has nearby footsteps before following between rooms.,20,16,0.8,0.12280701754385964
289,slot_37__dog__r01__c002,dog,A wagging yard guardian has a handler's gesture before sitting attentively.,20,18,0.9,0.12280701754385964
290,slot_37__fox__r05__c322,fox,A distant observer before retreating into brush marks a russet snowline hunter.,20,15,0.75,0.12280701754385964
291,slot_37__bear__r01__c001,bear,An empty trail after detecting approaching voices identifies a massive shaggy forager.,20,12,0.6,0.12280701754385964
292,slot_37__wolf__r07__c485,wolf,A wild gray pack hunter shows careful sniffing around an abandoned sled track.,20,18,0.9,0.12280701754385964
293,slot_37__rabbit__r08__c564,rabbit,A relaxed long-eared grazer displays curious inspection of a cardboard tunnel.,20,13,0.65,0.12280701754385964
